Date_Time,Temp,Water Detect,Host Connected,End of File
6/20/22 4:15,16.063,,,
6/20/22 4:20,15.913,,,
6/20/22 4:25,15.72,,,
6/20/22 4:30,15.538,,,
6/20/22 4:35,15.474,,,
6/20/22 4:40,14.937,,,
6/20/22 4:45,15.012,,,
6/20/22 4:50,14.691,,,
6/20/22 4:55,14.197,,,
6/20/22 5:00,13.79,,,
6/20/22 5:05,13.414,,,
6/20/22 5:10,12.932,,,
6/20/22 5:15,12.674,,,
6/20/22 5:17,,Out,,
6/20/22 5:18,,In,,
6/20/22 5:18,,Out,,
6/20/22 5:20,12.567,,,
6/20/22 5:21,,In,,
6/20/22 5:21,,Out,,
6/20/22 5:23,,In,,
6/20/22 5:25,12.342,,,
6/20/22 5:28,,Out,,
6/20/22 5:30,12.084,,,
6/20/22 5:35,12.031,,,
6/20/22 5:40,11.881,,,
6/20/22 5:45,11.977,,,
6/20/22 5:50,11.977,,,
6/20/22 5:55,12.02,,,
6/20/22 6:00,12.202,,,
6/20/22 6:05,12.213,,,
6/20/22 6:10,12.256,,,
6/20/22 6:15,12.385,,,
6/20/22 6:20,12.567,,,
6/20/22 6:25,12.696,,,
6/20/22 6:30,12.728,,,
6/20/22 6:35,12.889,,,
6/20/22 6:40,13.017,,,
6/20/22 6:45,13.05,,,
6/20/22 6:50,13.286,,,
6/20/22 6:55,13.414,,,
6/20/22 7:00,13.661,,,
6/20/22 7:05,13.876,,,
6/20/22 7:10,14.09,,,
6/20/22 7:15,14.079,,,
6/20/22 7:20,14.079,,,
6/20/22 7:25,14.841,,,
6/20/22 7:30,15.967,,,
6/20/22 7:35,16.9,,,
6/20/22 7:40,17.651,,,
6/20/22 7:45,18.219,,,
6/20/22 7:50,18.702,,,
6/20/22 7:55,19.131,,,
6/20/22 8:00,19.56,,,
6/20/22 8:05,19.935,,,
6/20/22 8:10,20.257,,,
6/20/22 8:15,20.525,,,
6/20/22 8:20,20.89,,,
6/20/22 8:25,21.254,,,
6/20/22 8:30,21.533,,,
6/20/22 8:35,21.844,,,
6/20/22 8:40,22.198,,,
6/20/22 8:45,22.638,,,
6/20/22 8:50,22.97,,,
6/20/22 8:55,23.346,,,
6/20/22 9:00,24.064,,,
6/20/22 9:05,24.268,,,
6/20/22 9:10,24.472,,,
6/20/22 9:15,24.847,,,
6/20/22 9:20,25.319,,,
6/20/22 9:25,25.802,,,
6/20/22 9:30,26.274,,,
6/20/22 9:35,26.649,,,
6/20/22 9:40,26.971,,,
6/20/22 9:45,27.421,,,
6/20/22 9:50,27.754,,,
6/20/22 9:55,28.151,,,
6/20/22 10:00,28.569,,,
6/20/22 10:05,29.127,,,
6/20/22 10:10,29.62,,,
6/20/22 10:15,30.028,,,
6/20/22 10:20,30.478,,,
6/20/22 10:25,30.886,,,
6/20/22 10:30,31.454,,,
6/20/22 10:35,31.937,,,
6/20/22 10:40,32.269,,,
6/20/22 10:45,32.43,,,
6/20/22 10:50,32.795,,,
6/20/22 10:55,33.159,,,
6/20/22 11:00,33.502,,,
6/20/22 11:05,33.899,,,
6/20/22 11:10,34.275,,,
6/20/22 11:15,34.693,,,
6/20/22 11:20,35.176,,,
6/20/22 11:25,35.411,,,
6/20/22 11:30,35.572,,,
6/20/22 11:35,35.755,,,
6/20/22 11:40,35.969,,,
6/20/22 11:45,36.28,,,
6/20/22 11:50,36.581,,,
6/20/22 11:55,36.784,,,
6/20/22 12:00,36.849,,,
6/20/22 12:05,36.988,,,
6/20/22 12:10,37.278,,,
6/20/22 12:15,37.46,,,
6/20/22 12:20,37.589,,,
6/20/22 12:25,37.589,,,
6/20/22 12:30,37.728,,,
6/20/22 12:35,37.728,,,
6/20/22 12:40,37.76,,,
6/20/22 12:45,37.76,,,
6/20/22 12:50,37.835,,,
6/20/22 12:55,36.409,,,
6/20/22 13:00,35.358,,,
6/20/22 13:05,34.393,,,
6/20/22 13:10,34.661,,,
6/20/22 13:15,33.899,,,
6/20/22 13:20,33.728,,,
6/20/22 13:22,,In,,
6/20/22 13:25,32.548,,,
6/20/22 13:27,,Out,,
6/20/22 13:29,,In,,
6/20/22 13:30,32.044,,,
6/20/22 13:35,31.068,,,
6/20/22 13:38,,Out,,
6/20/22 13:38,,In,,
6/20/22 13:40,30.124,,,
6/20/22 13:45,29.695,,,
6/20/22 13:50,28.998,,,
6/20/22 13:55,28.333,,,
6/20/22 14:00,27.829,,,
6/20/22 14:05,26.982,,,
6/20/22 14:10,26.252,,,
6/20/22 14:15,26.102,,,
6/20/22 14:20,25.684,,,
6/20/22 14:25,25.266,,,
6/20/22 14:30,24.665,,,
6/20/22 14:35,24.397,,,
6/20/22 14:40,24.214,,,
6/20/22 14:45,24.193,,,
6/20/22 14:50,23.828,,,
6/20/22 14:55,23.796,,,
6/20/22 15:00,23.796,,,
6/20/22 15:05,23.657,,,
6/20/22 15:10,23.635,,,
6/20/22 15:15,23.592,,,
6/20/22 15:20,23.657,,,
6/20/22 15:25,23.453,,,
6/20/22 15:30,23.271,,,
6/20/22 15:35,23.303,,,
6/20/22 15:40,23.356,,,
6/20/22 15:45,23.26,,,
6/20/22 15:50,22.927,,,
6/20/22 15:55,22.927,,,
6/20/22 16:00,22.734,,,
6/20/22 16:05,22.702,,,
6/20/22 16:10,22.498,,,
6/20/22 16:15,22.445,,,
6/20/22 16:20,22.338,,,
6/20/22 16:25,22.381,,,
6/20/22 16:30,22.198,,,
6/20/22 16:35,21.844,,,
6/20/22 16:40,21.533,,,
6/20/22 16:45,21.115,,,
6/20/22 16:50,20.847,,,
6/20/22 16:55,20.632,,,
6/20/22 17:00,20.439,,,
6/20/22 17:05,20.289,,,
6/20/22 17:10,20.171,,,
6/20/22 17:15,20.107,,,
6/20/22 17:20,19.989,,,
6/20/22 17:25,19.849,,,
6/20/22 17:30,19.839,,,
6/20/22 17:35,19.774,,,
6/20/22 17:40,19.742,,,
6/20/22 17:45,19.678,,,
6/20/22 17:50,19.603,,,
6/20/22 17:55,19.571,,,
6/20/22 18:00,19.495,,,
6/20/22 18:05,19.495,,,
6/20/22 18:10,19.463,,,
6/20/22 18:15,19.367,,,
6/20/22 18:20,19.324,,,
6/20/22 18:25,19.217,,,
6/20/22 18:30,19.227,,,
6/20/22 18:35,19.195,,,
6/20/22 18:40,19.142,,,
6/20/22 18:45,19.034,,,
6/20/22 18:50,19.024,,,
6/20/22 18:55,18.97,,,
6/20/22 19:00,18.981,,,
6/20/22 19:05,18.895,,,
6/20/22 19:10,18.734,,,
6/20/22 19:15,18.713,,,
6/20/22 19:20,18.605,,,
6/20/22 19:25,18.487,,,
6/20/22 19:30,18.519,,,
6/20/22 19:35,18.423,,,
6/20/22 19:40,18.337,,,
6/20/22 19:45,18.23,,,
6/20/22 19:50,18.144,,,
6/20/22 19:55,18.08,,,
6/20/22 19:56,,Out,,
6/20/22 19:56,,In,,
6/20/22 19:59,,Out,,
6/20/22 20:00,17.972,,,
6/20/22 20:05,17.865,,,
6/20/22 20:10,17.844,,,
6/20/22 20:15,17.747,,,
6/20/22 20:20,17.704,,,
6/20/22 20:25,17.651,,,
6/20/22 20:30,17.629,,,
6/20/22 20:35,17.576,,,
6/20/22 20:40,17.554,,,
6/20/22 20:45,17.543,,,
6/20/22 20:50,17.501,,,
6/20/22 20:55,17.458,,,
6/20/22 21:00,17.275,,,
6/20/22 21:05,16.975,,,
6/20/22 21:10,16.814,,,
6/20/22 21:15,16.546,,,
6/20/22 21:20,16.6,,,
6/20/22 21:25,16.396,,,
6/20/22 21:30,16.224,,,
6/20/22 21:35,16.042,,,
6/20/22 21:40,15.945,,,
6/20/22 21:41,,In,,
6/20/22 21:43,,Out,,
6/20/22 21:45,15.967,,,
6/20/22 21:50,15.86,,,
6/20/22 21:55,15.827,,,
6/20/22 22:00,15.785,,,
6/20/22 22:05,15.731,,,
6/20/22 22:10,15.656,,,
6/20/22 22:15,15.474,,,
6/20/22 22:20,15.441,,,
6/20/22 22:25,15.441,,,
6/20/22 22:30,15.377,,,
6/20/22 22:35,15.334,,,
6/20/22 22:40,15.205,,,
6/20/22 22:45,15.109,,,
6/20/22 22:50,15.098,,,
6/20/22 22:55,15.087,,,
6/20/22 23:00,15.034,,,
6/20/22 23:05,15.152,,,
6/20/22 23:10,15.173,,,
6/20/22 23:15,15.066,,,
6/20/22 23:16,,In,,
6/20/22 23:17,,Out,,
6/20/22 23:20,14.959,,,
6/20/22 23:25,14.851,,,
6/20/22 23:28,,In,,
6/20/22 23:30,14.798,,,
6/20/22 23:30,,Out,,
6/20/22 23:35,14.712,,,
6/20/22 23:36,,In,,
6/20/22 23:38,,Out,,
6/20/22 23:40,14.658,,,
6/20/22 23:45,14.551,,,
6/20/22 23:50,14.551,,,
6/20/22 23:55,14.519,,,
6/21/22 0:00,14.519,,,
6/21/22 0:05,14.626,,,
6/21/22 0:10,14.648,,,
6/21/22 0:13,,In,,
6/21/22 0:15,14.905,,,
6/21/22 0:17,,Out,,
6/21/22 0:18,,In,,
6/21/22 0:20,14.948,,,
6/21/22 0:20,,Out,,
6/21/22 0:25,14.605,,,
6/21/22 0:29,,In,,
6/21/22 0:30,14.412,,,
6/21/22 0:30,,Out,,
6/21/22 0:31,,In,,
6/21/22 0:32,,Out,,
6/21/22 0:35,14.315,,,
6/21/22 0:36,,In,,
6/21/22 0:37,,Out,,
6/21/22 0:38,,In,,
6/21/22 0:39,,Out,,
6/21/22 0:40,14.53,,,
6/21/22 0:45,14.358,,,
6/21/22 0:49,,In,,
6/21/22 0:50,14.294,,,
6/21/22 0:52,,Out,,
6/21/22 0:54,,In,,
6/21/22 0:55,14.305,,,
6/21/22 0:55,,Out,,
6/21/22 0:55,,In,,
6/21/22 0:56,,Out,,
6/21/22 0:56,,In,,
6/21/22 0:58,,Out,,
6/21/22 1:00,14.305,,,
6/21/22 1:00,,In,,
6/21/22 1:02,,Out,,
6/21/22 1:03,,In,,
6/21/22 1:04,,Out,,
6/21/22 1:04,,In,,
6/21/22 1:05,14.401,,,
6/21/22 1:10,14.787,,,
6/21/22 1:15,15.109,,,
6/21/22 1:16,,Out,,
6/21/22 1:17,,In,,
6/21/22 1:19,,Out,,
6/21/22 1:19,,In,,
6/21/22 1:20,15.066,,,
6/21/22 1:20,,Out,,
6/21/22 1:22,,In,,
6/21/22 1:23,,Out,,
6/21/22 1:24,,In,,
6/21/22 1:25,15.152,,,
6/21/22 1:30,15.388,,,
6/21/22 1:35,15.302,,,
6/21/22 1:40,15.42,,,
6/21/22 1:45,15.881,,,
6/21/22 1:50,15.935,,,
6/21/22 1:55,15.978,,,
6/21/22 2:00,16.117,,,
6/21/22 2:05,16.149,,,
6/21/22 2:10,16.235,,,
6/21/22 2:15,16.256,,,
6/21/22 2:20,15.978,,,
6/21/22 2:25,16.074,,,
6/21/22 2:30,16.374,,,
6/21/22 2:35,16.332,,,
6/21/22 2:40,16.289,,,
6/21/22 2:45,16.653,,,
6/21/22 2:50,16.568,,,
6/21/22 2:55,16.482,,,
6/21/22 3:00,16.643,,,
6/21/22 3:05,16.771,,,
6/21/22 3:10,16.782,,,
6/21/22 3:15,16.825,,,
6/21/22 3:20,16.911,,,
6/21/22 3:25,16.911,,,
6/21/22 3:30,16.868,,,
6/21/22 3:35,16.911,,,
6/21/22 3:40,16.911,,,
6/21/22 3:45,17.039,,,
6/21/22 3:50,16.943,,,
6/21/22 3:55,16.964,,,
6/21/22 4:00,16.964,,,
6/21/22 4:05,17.007,,,
6/21/22 4:10,16.857,,,
6/21/22 4:15,16.728,,,
6/21/22 4:20,16.621,,,
6/21/22 4:25,16.718,,,
6/21/22 4:30,16.589,,,
6/21/22 4:35,16.6,,,
6/21/22 4:40,16.342,,,
6/21/22 4:45,16.321,,,
6/21/22 4:50,16.289,,,
6/21/22 4:55,16.31,,,
6/21/22 5:00,16.096,,,
6/21/22 5:05,15.881,,,
6/21/22 5:10,15.86,,,
6/21/22 5:15,15.656,,,
6/21/22 5:20,15.42,,,
6/21/22 5:25,15.398,,,
6/21/22 5:30,15.28,,,
6/21/22 5:35,15.098,,,
6/21/22 5:40,14.841,,,
6/21/22 5:45,14.819,,,
6/21/22 5:50,14.583,,,
6/21/22 5:55,14.53,,,
6/21/22 6:00,14.465,,,
6/21/22 6:05,14.283,,,
6/21/22 6:10,14.187,,,
6/21/22 6:15,13.854,,,
6/21/22 6:16,,Out,,
6/21/22 6:20,13.543,,,
6/21/22 6:24,,In,,
6/21/22 6:24,,Out,,
6/21/22 6:25,13.5,,,
6/21/22 6:28,,In,,
6/21/22 6:30,13.618,,,
6/21/22 6:31,,Out,,
6/21/22 6:35,13.65,,,
6/21/22 6:36,,In,,
6/21/22 6:36,,Out,,
6/21/22 6:38,,In,,
6/21/22 6:39,,Out,,
6/21/22 6:40,13.79,,,
6/21/22 6:45,13.983,,,
6/21/22 6:50,14.069,,,
6/21/22 6:55,14.111,,,
6/21/22 7:00,14.219,,,
6/21/22 7:05,14.401,,,
6/21/22 7:10,14.734,,,
6/21/22 7:15,14.819,,,
6/21/22 7:20,15.034,,,
6/21/22 7:25,15.731,,,
6/21/22 7:30,16.568,,,
6/21/22 7:35,17.308,,,
6/21/22 7:40,17.972,,,
6/21/22 7:45,18.455,,,
6/21/22 7:50,18.841,,,
6/21/22 7:55,19.184,,,
6/21/22 8:00,19.474,,,
6/21/22 8:05,19.699,,,
6/21/22 8:10,19.957,,,
6/21/22 8:15,20.203,,,
6/21/22 8:20,20.482,,,
6/21/22 8:25,20.75,,,
6/21/22 8:30,20.954,,,
6/21/22 8:35,21.169,,,
6/21/22 8:40,21.372,,,
6/21/22 8:45,21.619,,,
6/21/22 8:50,21.962,,,
6/21/22 8:55,22.305,,,
6/21/22 9:00,22.606,,,
6/21/22 9:05,23.217,,,
6/21/22 9:10,23.839,,,
6/21/22 9:15,24.558,,,
6/21/22 9:20,25.094,,,
6/21/22 9:25,25.587,,,
6/21/22 9:30,25.888,,,
6/21/22 9:35,26.338,,,
6/21/22 9:40,26.756,,,
6/21/22 9:45,27.164,,,
6/21/22 9:50,27.486,,,
6/21/22 9:55,27.829,,,
6/21/22 10:00,28.043,,,
6/21/22 10:05,28.44,,,
6/21/22 10:10,28.665,,,
6/21/22 10:15,28.944,,,
6/21/22 10:20,29.395,,,
6/21/22 10:25,29.781,,,
6/21/22 10:30,30.403,,,
6/21/22 10:35,30.886,,,
6/21/22 10:40,31.422,,,
6/21/22 10:45,31.786,,,
6/21/22 10:50,32.012,,,
6/21/22 10:55,32.097,,,
6/21/22 11:00,32.441,,,
6/21/22 11:05,32.505,,,
6/21/22 11:10,32.762,,,
6/21/22 11:15,33.213,,,
6/21/22 11:20,33.642,,,
6/21/22 11:25,33.846,,,
6/21/22 11:30,34.039,,,
6/21/22 11:35,34.071,,,
6/21/22 11:40,34.414,,,
6/21/22 11:45,34.811,,,
6/21/22 11:50,34.275,,,
6/21/22 11:55,34.682,,,
6/21/22 12:00,34.907,,,
6/21/22 12:05,35.133,,,
6/21/22 12:10,35.401,,,
6/21/22 12:15,35.519,,,
6/21/22 12:20,35.605,,,
6/21/22 12:25,35.808,,,
6/21/22 12:30,35.916,,,
6/21/22 12:35,35.744,,,
6/21/22 12:40,35.776,,,
6/21/22 12:45,35.905,,,
6/21/22 12:50,35.937,,,
6/21/22 12:55,35.905,,,
6/21/22 13:00,35.637,,,
6/21/22 13:05,35.218,,,
6/21/22 13:10,35.047,,,
6/21/22 13:15,34.854,,,
6/21/22 13:20,34.843,,,
6/21/22 13:25,34.661,,,
6/21/22 13:30,32.966,,,
6/21/22 13:31,,In,,
6/21/22 13:35,30.993,,,
6/21/22 13:40,30.145,,,
6/21/22 13:40,,Out,,
6/21/22 13:43,,In,,
6/21/22 13:45,29.899,,,
6/21/22 13:50,29.041,,,
6/21/22 13:50,,Out,,
6/21/22 13:52,,In,,
6/21/22 13:55,28.14,,,
6/21/22 13:58,,Out,,
6/21/22 13:58,,In,,
6/21/22 13:58,,Out,,
6/21/22 14:00,28.344,,,
6/21/22 14:02,,In,,
6/21/22 14:02,,Out,,
6/21/22 14:05,28.816,,,
6/21/22 14:05,,In,,
6/21/22 14:08,,Out,,
6/21/22 14:08,,In,,
6/21/22 14:10,27.979,,,
6/21/22 14:15,27.368,,,
6/21/22 14:20,27.389,,,
6/21/22 14:25,27.142,,,
6/21/22 14:30,26.531,,,
6/21/22 14:35,26.027,,,
6/21/22 14:40,25.566,,,
6/21/22 14:45,25.201,,,
6/21/22 14:50,24.804,,,
6/21/22 14:55,24.536,,,
6/21/22 15:00,24.15,,,
6/21/22 15:05,23.979,,,
6/21/22 15:10,23.743,,,
6/21/22 15:15,23.635,,,
6/21/22 15:20,23.421,,,
6/21/22 15:25,23.303,,,
6/21/22 15:30,23.131,,,
6/21/22 15:35,23.056,,,
6/21/22 15:40,22.874,,,
6/21/22 15:45,22.724,,,
6/21/22 15:50,22.488,,,
6/21/22 15:55,22.423,,,
6/21/22 16:00,22.305,,,
6/21/22 16:05,22.198,,,
6/21/22 16:10,22.091,,,
6/21/22 16:15,21.941,,,
6/21/22 16:20,21.941,,,
6/21/22 16:25,21.844,,,
6/21/22 16:30,21.683,,,
6/21/22 16:35,21.405,,,
6/21/22 16:40,21.093,,,
6/21/22 16:45,20.75,,,
6/21/22 16:50,20.525,,,
6/21/22 16:55,20.364,,,
6/21/22 17:00,20.3,,,
6/21/22 17:05,20.257,,,
6/21/22 17:10,20.268,,,
6/21/22 17:15,20.235,,,
6/21/22 17:20,20.235,,,
6/21/22 17:25,20.246,,,
6/21/22 17:30,20.225,,,
6/21/22 17:35,20.214,,,
6/21/22 17:40,20.214,,,
6/21/22 17:45,20.193,,,
6/21/22 17:50,20.096,,,
6/21/22 17:55,20.107,,,
6/21/22 18:00,20.096,,,
6/21/22 18:05,20.042,,,
6/21/22 18:10,20.01,,,
6/21/22 18:15,20,,,
6/21/22 18:20,20,,,
6/21/22 18:25,19.957,,,
6/21/22 18:30,19.957,,,
6/21/22 18:35,19.978,,,
6/21/22 18:40,19.871,,,
6/21/22 18:45,19.785,,,
